Codigo Geografico;REGION;PROVINCIA;DISTRITO;Cobertura Estudiantes;Medida Promedio Comprension Lectora;Medida Promedio Matematica;Lect_Previo al Inicio;Lect_En inicio;Lect_En proceso;Lect_Satisfactorio;Mat_Previo al Inicio;Mat_En inicio;Mat_En proceso;Mat_Satisfactorio;CUARTIL
90704;HUANCAVELICA;TAYACAJA;AHUAYCHA;94.5;454.0;446.0;11.3;29.7;45.3;13.7;7.7;33.6;50.7;8.0;Q3
90705;HUANCAVELICA;TAYACAJA;COLCABAMBA;94.8;426.0;434.0;14.6;48.1;29.8;7.5;14.9;29.6;42.9;12.6;Q3
90706;HUANCAVELICA;TAYACAJA;DANIEL HERNANDEZ;96.7;415.0;428.0;21.4;46.2;25.7;6.7;18.9;35.8;35.1;10.2;Q3
90707;HUANCAVELICA;TAYACAJA;HUACHOCOLPA;100.0;460.0;455.0;12.2;22.4;44.9;20.4;14.3;22.4;40.8;22.4;Q2
90709;HUANCAVELICA;TAYACAJA;HUARIBAMBA;97.9;414.0;426.0;20.7;45.7;28.3;5.3;16.3;32.3;43.7;7.7;Q3
90710;HUANCAVELICA;TAYACAJA;ÑAHUIMPUQUIO;91.3;450.0;439.0;13.0;17.4;64.1;5.4;13.0;21.7;59.8;5.4;Q3
90711;HUANCAVELICA;TAYACAJA;PAZOS;95.7;411.0;427.0;20.7;44.2;29.3;5.8;19.5;33.2;37.0;10.3;Q3
90713;HUANCAVELICA;TAYACAJA;QUISHUAR;100.0;504.0;531.0;0.0;5.9;70.6;23.5;0.0;0.0;52.9;47.1;Q1
90714;HUANCAVELICA;TAYACAJA;SALCABAMBA;98.6;460.0;458.0;8.2;29.8;41.2;20.8;16.2;9.7;53.3;20.8;Q2
90715;HUANCAVELICA;TAYACAJA;SALCAHUASI;100.0;434.0;419.0;9.1;50.0;29.5;11.4;15.9;38.6;36.4;9.1;Q3
90716;HUANCAVELICA;TAYACAJA;SAN MARCOS DE ROCCHAC;100.0;455.0;468.0;2.5;50.0;32.5;15.0;12.5;27.5;32.5;27.5;Q2
90717;HUANCAVELICA;TAYACAJA;SURCUBAMBA;96.4;416.0;428.0;16.4;53.2;22.7;7.7;7.3;42.2;44.7;5.8;Q3
90718;HUANCAVELICA;TAYACAJA;TINTAY PUNCU;100.0;434.0;463.0;6.1;57.6;27.3;9.1;3.0;18.2;69.7;9.1;Q2
90719;HUANCAVELICA;TAYACAJA;QUICHUAS;94.8;420.0;444.0;19.3;49.7;23.0;8.0;15.9;27.7;41.1;15.3;Q3
90720;HUANCAVELICA;TAYACAJA;ANDAYMARCA;97.3;381.0;372.0;42.3;36.3;17.3;4.0;47.7;29.7;21.3;1.3;Q4
100101;HUÁNUCO;HUÁNUCO;HUANUCO;96.3;491.0;474.0;5.0;24.2;37.2;33.6;6.2;23.5;45.8;24.5;Q2
100102;HUÁNUCO;HUÁNUCO;AMARILIS;97.1;477.0;464.0;9.0;26.4;34.3;30.3;10.0;23.0;44.4;22.6;Q2
100103;HUÁNUCO;HUÁNUCO;CHINCHAO;94.9;416.0;413.0;20.3;46.7;24.4;8.6;20.3;37.0;36.4;6.3;Q3
100104;HUÁNUCO;HUÁNUCO;CHURUBAMBA;95.9;365.0;365.0;50.0;37.0;10.9;2.0;49.3;30.1;19.2;1.4;Q4
100105;HUÁNUCO;HUÁNUCO;MARGOS;98.0;370.0;356.0;37.0;51.3;11.7;0.0;54.0;28.3;16.0;1.7;Q4
100106;HUÁNUCO;HUÁNUCO;QUISQUI (KICHKI);89.9;380.0;397.0;44.1;33.7;20.9;1.3;34.4;32.0;26.6;7.0;Q4
100107;HUÁNUCO;HUÁNUCO;SAN FRANCISCO DE CAYRAN;94.4;440.0;456.0;15.2;30.7;40.5;13.5;13.3;23.6;38.3;24.8;Q2
100108;HUÁNUCO;HUÁNUCO;SAN PEDRO DE CHAULAN;95.2;409.0;410.0;32.5;37.3;22.3;7.9;35.2;20.9;32.6;11.3;Q4
100109;HUÁNUCO;HUÁNUCO;SANTA MARIA DEL VALLE;94.8;378.0;385.0;42.7;40.4;12.7;4.2;38.3;30.6;28.0;3.1;Q4
100110;HUÁNUCO;HUÁNUCO;YARUMAYO;100.0;330.0;324.0;72.5;22.0;5.5;0.0;78.0;16.5;5.5;0.0;Q4
100111;HUÁNUCO;HUÁNUCO;PILLCO MARCA;97.6;480.0;475.0;3.7;26.7;43.0;26.6;3.7;18.9;58.8;18.6;Q2
100112;HUÁNUCO;HUÁNUCO;YACUS;100.0;375.0;372.0;34.1;52.2;13.7;0.0;41.6;24.9;30.2;3.3;Q4
100113;HUÁNUCO;HUÁNUCO;SAN PABLO DE PILLAO;94.9;408.0;395.0;23.9;47.6;20.0;8.5;30.9;36.5;30.0;2.7;Q4
100201;HUÁNUCO;AMBO;AMBO;98.2;445.0;439.0;16.6;32.6;31.2;19.6;17.4;25.2;41.6;15.7;Q3
100202;HUÁNUCO;AMBO;CAYNA;100.0;478.0;499.0;6.1;30.6;32.6;30.6;4.1;12.2;40.8;42.8;Q1
100203;HUÁNUCO;AMBO;COLPAS;100.0;410.0;418.0;22.6;41.9;32.3;3.2;32.3;19.4;32.3;16.1;Q3
100204;HUÁNUCO;AMBO;CONCHAMARCA;97.0;421.0;440.0;24.8;32.1;27.9;15.1;6.1;43.6;47.3;3.0;Q3
100205;HUÁNUCO;AMBO;HUACAR;98.9;435.0;435.0;22.9;37.1;25.3;14.7;27.2;27.6;22.1;23.2;Q3
100206;HUÁNUCO;AMBO;SAN FRANCISCO;100.0;438.0;447.0;19.4;32.3;32.3;16.1;19.4;16.1;45.2;19.3;Q3
100207;HUÁNUCO;AMBO;SAN RAFAEL;97.3;409.0;417.0;25.1;44.7;23.3;6.9;24.9;27.7;40.2;7.2;Q3
100208;HUÁNUCO;AMBO;TOMAY KICHWA;98.6;460.0;452.0;10.1;32.5;33.5;23.8;11.3;28.4;39.5;20.8;Q2
100301;HUÁNUCO;DOS DE MAYO;LA UNION;97.3;447.0;436.0;15.7;29.9;37.8;16.6;21.2;22.2;37.7;18.9;Q3
100307;HUÁNUCO;DOS DE MAYO;CHUQUIS;100.0;375.0;382.0;44.2;41.1;12.6;2.1;37.8;35.9;22.1;4.2;Q4
100311;HUÁNUCO;DOS DE MAYO;MARIAS;84.1;364.0;362.0;51.5;39.4;8.5;0.6;48.3;32.4;16.9;2.4;Q4
100313;HUÁNUCO;DOS DE MAYO;PACHAS;96.2;429.0;440.0;22.7;38.5;24.2;14.6;13.6;32.1;38.9;15.5;Q3
100316;HUÁNUCO;DOS DE MAYO;QUIVILLA;100.0;488.0;452.0;0.0;18.8;56.3;25.0;0.0;31.3;56.3;12.5;Q2
100317;HUÁNUCO;DOS DE MAYO;RIPAN;99.0;449.0;468.0;14.1;29.4;34.9;21.5;11.2;22.4;35.6;30.8;Q2
100321;HUÁNUCO;DOS DE MAYO;SHUNQUI;100.0;426.0;454.0;20.8;43.7;20.8;14.6;12.5;31.2;31.3;25.0;Q2
100322;HUÁNUCO;DOS DE MAYO;SILLAPATA;96.7;434.0;431.0;12.2;42.0;31.7;14.2;24.5;19.3;38.5;17.7;Q3
100323;HUÁNUCO;DOS DE MAYO;YANAS;98.6;399.0;398.0;37.9;33.9;22.3;5.9;29.2;32.3;35.5;2.9;Q4
100401;HUÁNUCO;HUACAYBAMBA;HUACAYBAMBA;98.9;387.0;368.0;39.4;35.2;17.1;8.3;52.3;24.6;18.2;4.9;Q4
100402;HUÁNUCO;HUACAYBAMBA;CANCHABAMBA;100.0;380.0;358.0;36.4;47.1;16.4;0.0;48.4;42.4;9.2;0.0;Q4
100403;HUÁNUCO;HUACAYBAMBA;COCHABAMBA;100.0;354.0;343.0;61.5;25.8;12.7;0.0;65.8;21.1;8.7;4.4;Q4
100404;HUÁNUCO;HUACAYBAMBA;PINRA;97.4;399.0;393.0;34.1;34.2;25.6;6.1;40.4;27.2;23.1;9.3;Q4
100501;HUÁNUCO;HUAMALÍES;LLATA;98.6;410.0;397.0;31.2;35.1;20.8;13.0;36.1;30.6;23.5;9.7;Q4
100502;HUÁNUCO;HUAMALÍES;ARANCAY;100.0;397.0;394.0;29.4;47.1;20.6;2.9;26.5;38.2;35.3;0.0;Q4
100503;HUÁNUCO;HUAMALÍES;CHAVIN DE PARIARCA;98.7;400.0;378.0;28.4;45.5;19.6;6.5;44.1;32.4;17.0;6.5;Q4
100504;HUÁNUCO;HUAMALÍES;JACAS GRANDE;99.1;407.0;386.0;35.9;33.8;20.7;9.5;36.8;37.3;23.3;2.6;Q4
100505;HUÁNUCO;HUAMALÍES;JIRCAN;100.0;367.0;382.0;46.7;40.0;6.7;6.7;40.0;33.3;20.0;6.7;Q4
100506;HUÁNUCO;HUAMALÍES;MIRAFLORES;97.2;396.0;380.0;29.1;50.9;17.2;2.9;42.0;29.2;25.9;2.9;Q4
100507;HUÁNUCO;HUAMALÍES;MONZON;97.0;433.0;431.0;19.1;36.8;29.2;14.9;17.8;34.7;32.3;15.1;Q3
100508;HUÁNUCO;HUAMALÍES;PUNCHAO;98.3;399.0;389.0;32.8;46.6;15.5;5.2;27.6;44.8;25.9;1.7;Q4
100509;HUÁNUCO;HUAMALÍES;PUÑOS;98.6;372.0;362.0;49.9;37.2;7.2;5.6;47.1;40.3;9.9;2.8;Q4
100510;HUÁNUCO;HUAMALÍES;SINGA;95.1;389.0;382.0;36.2;41.1;16.3;6.5;36.2;32.9;26.0;4.9;Q4
100511;HUÁNUCO;HUAMALÍES;TANTAMAYO;100.0;405.0;400.0;24.3;48.8;18.8;8.1;21.7;51.5;26.8;0.0;Q4
100601;HUÁNUCO;LEONCIO PRADO;RUPA-RUPA;97.9;474.0;460.0;8.1;28.4;36.4;27.0;11.1;27.1;40.0;21.8;Q2
100602;HUÁNUCO;LEONCIO PRADO;DANIEL ALOMIA ROBLES;97.2;438.0;422.0;12.6;44.8;30.4;12.2;18.4;39.9;29.4;12.3;Q3
100603;HUÁNUCO;LEONCIO PRADO;HERMILIO VALDIZAN;95.2;448.0;434.0;11.5;35.8;42.4;10.3;15.0;25.8;50.5;8.7;Q3
100604;HUÁNUCO;LEONCIO PRADO;JOSE CRESPO Y CASTILLO;96.3;443.0;428.0;12.4;37.4;36.0;14.2;16.7;33.5;37.8;12.0;Q3
100605;HUÁNUCO;LEONCIO PRADO;LUYANDO;96.2;443.0;426.0;17.6;32.7;34.1;15.6;16.8;36.6;35.7;10.8;Q3
100606;HUÁNUCO;LEONCIO PRADO;MARIANO DAMASO BERAUN;95.2;434.0;440.0;15.8;38.1;36.1;10.1;14.4;30.8;37.9;16.9;Q3
100607;HUÁNUCO;LEONCIO PRADO;PUCAYACU;96.3;417.0;411.0;20.1;46.6;28.3;5.0;19.6;39.6;33.0;7.7;Q4
100608;HUÁNUCO;LEONCIO PRADO;CASTILLO GRANDE;99.1;468.0;440.0;6.1;32.9;40.1;20.8;12.2;21.2;57.1;9.6;Q3
100701;HUÁNUCO;MARAÑÓN;HUACRACHUCO;97.2;402.0;409.0;33.6;39.0;17.7;9.7;31.6;32.6;20.8;15.0;Q4
100702;HUÁNUCO;MARAÑÓN;CHOLON;94.0;406.0;421.0;28.1;40.3;27.8;3.8;15.8;34.4;46.2;3.6;Q3
100703;HUÁNUCO;MARAÑÓN;SAN BUENAVENTURA;98.5;352.0;352.0;54.9;32.8;10.7;1.5;51.8;29.6;18.6;0.0;Q4
100704;HUÁNUCO;MARAÑÓN;LA MORADA;91.2;458.0;453.0;10.3;28.4;41.6;19.7;1.8;37.3;51.3;9.7;Q2
100705;HUÁNUCO;MARAÑÓN;SANTA ROSA DE ALTO YANAJANCA;84.6;430.0;428.0;13.3;41.3;40.7;4.7;13.9;32.1;44.6;9.4;Q3
100801;HUÁNUCO;PACHITEA;PANAO;97.2;392.0;400.0;38.3;37.1;18.5;6.0;29.9;33.4;29.8;6.9;Q4
100802;HUÁNUCO;PACHITEA;CHAGLLA;95.0;430.0;435.0;18.8;40.3;28.0;12.9;13.0;34.4;41.4;11.2;Q3
100803;HUÁNUCO;PACHITEA;MOLINO;97.0;452.0;458.0;15.3;30.7;33.3;20.7;13.8;25.3;35.3;25.6;Q2
100804;HUÁNUCO;PACHITEA;UMARI;97.1;397.0;421.0;27.5;49.3;18.9;4.4;20.7;28.1;43.3;7.8;Q3
100901;HUÁNUCO;PUERTO INCA;PUERTO INCA;94.9;436.0;423.0;18.8;33.7;29.3;18.3;26.5;28.1;29.8;15.6;Q3
100902;HUÁNUCO;PUERTO INCA;CODO DEL POZUZO;96.5;436.0;432.0;22.0;31.3;32.3;14.5;14.7;35.1;37.0;13.1;Q3
100903;HUÁNUCO;PUERTO INCA;HONORIA;93.5;415.0;390.0;23.8;39.7;26.0;10.5;36.8;33.0;23.7;6.5;Q4
100904;HUÁNUCO;PUERTO INCA;TOURNAVISTA;95.5;406.0;394.0;25.7;42.9;23.8;7.7;35.1;31.0;29.4;4.5;Q4
100905;HUÁNUCO;PUERTO INCA;YUYAPICHIS;94.9;448.0;446.0;15.1;32.2;35.5;17.1;10.6;36.4;37.1;16.0;Q3
101001;HUÁNUCO;LAURICOCHA;JESUS;100.0;435.0;420.0;19.2;37.3;25.4;18.1;20.4;39.7;27.8;12.1;Q3
101002;HUÁNUCO;LAURICOCHA;BAÑOS;95.3;416.0;397.0;20.4;50.6;17.1;11.9;27.5;38.7;21.9;11.9;Q4
101003;HUÁNUCO;LAURICOCHA;JIVIA;91.7;404.0;396.0;25.0;37.5;37.5;0.0;33.4;27.8;29.1;9.7;Q4
101004;HUÁNUCO;LAURICOCHA;QUEROPALCA;100.0;700.0;673.0;0.0;0.0;0.0;100.0;0.0;0.0;0.0;100.0;Q1
101005;HUÁNUCO;LAURICOCHA;RONDOS;97.6;395.0;380.0;33.5;44.9;19.1;2.5;42.2;28.9;24.0;4.9;Q4
101006;HUÁNUCO;LAURICOCHA;SAN FRANCISCO DE ASIS;96.2;411.0;384.0;12.3;51.6;36.1;0.0;40.8;43.9;11.5;3.8;Q4
101007;HUÁNUCO;LAURICOCHA;SAN MIGUEL DE CAURI;97.2;401.0;407.0;33.5;40.3;16.9;9.3;30.8;34.7;23.4;11.1;Q4
101101;HUÁNUCO;YAROWILCA;CHAVINILLO;98.6;401.0;393.0;34.0;35.3;23.3;7.4;36.4;29.9;25.0;8.8;Q4
101102;HUÁNUCO;YAROWILCA;CAHUAC;100.0;487.0;484.0;9.5;19.7;35.5;35.2;9.5;14.6;45.7;30.2;Q1
101103;HUÁNUCO;YAROWILCA;CHACABAMBA;100.0;396.0;377.0;25.0;50.0;16.7;8.3;33.3;50.0;16.7;0.0;Q4
101104;HUÁNUCO;YAROWILCA;APARICIO POMARES;99.3;403.0;412.0;20.6;55.3;22.7;1.5;22.0;37.4;31.0;9.5;Q4
101105;HUÁNUCO;YAROWILCA;JACAS CHICO;85.7;353.0;347.0;66.7;16.7;16.7;0.0;66.7;33.3;0.0;0.0;Q4
101106;HUÁNUCO;YAROWILCA;OBAS;95.9;389.0;372.0;33.2;48.5;17.2;1.1;38.6;41.1;20.3;0.0;Q4
101107;HUÁNUCO;YAROWILCA;PAMPAMARCA;100.0;383.0;413.0;39.5;39.4;21.1;0.0;27.4;30.3;27.2;15.1;Q3
101108;HUÁNUCO;YAROWILCA;CHORAS;98.0;415.0;408.0;26.8;32.4;34.6;6.1;23.6;37.6;32.3;6.5;Q4
110101;ICA;ICA;ICA;97.4;512.0;497.0;3.2;19.0;34.6;43.2;4.8;17.2;42.5;35.5;Q1
110102;ICA;ICA;LA TINGUIÑA;97.9;486.0;481.0;6.9;26.4;31.7;35.0;9.1;19.5;39.9;31.5;Q2
110103;ICA;ICA;LOS AQUIJES;97.4;472.0;471.0;7.7;29.1;36.0;27.2;5.8;24.7;44.1;25.4;Q2
110104;ICA;ICA;OCUCAJE;93.5;434.0;414.0;7.0;58.1;25.6;9.3;16.3;41.9;37.1;4.7;Q3
110105;ICA;ICA;PACHACUTEC;96.8;442.0;450.0;21.3;31.4;27.3;19.9;11.6;30.4;40.6;17.4;Q2
110106;ICA;ICA;PARCONA;96.8;488.0;477.0;4.7;27.3;36.0;31.9;5.4;20.9;48.5;25.2;Q2
110107;ICA;ICA;PUEBLO NUEVO;98.6;470.0;477.0;8.3;30.5;36.1;25.1;2.7;30.5;34.7;32.0;Q2
110108;ICA;ICA;SALAS;97.4;473.0;488.0;4.7;29.2;43.1;23.0;5.2;20.1;42.6;32.0;Q1
110109;ICA;ICA;SAN JOSE DE LOS MOLINOS;100.0;469.0;464.0;5.3;33.0;38.3;23.4;6.4;17.0;61.7;14.9;Q2
110110;ICA;ICA;SAN JUAN BAUTISTA;96.4;495.0;492.0;6.7;16.2;38.5;38.6;5.7;17.3;45.5;31.5;Q1
110111;ICA;ICA;SANTIAGO;96.0;483.0;485.0;3.5;25.7;42.5;28.2;5.6;19.2;46.0;29.2;Q1
110112;ICA;ICA;SUBTANJALLA;97.5;486.0;466.0;6.4;28.1;34.1;31.4;10.6;29.1;33.7;26.6;Q2
110113;ICA;ICA;TATE;97.9;495.0;517.0;2.1;16.7;47.0;34.1;4.2;0.0;53.0;42.8;Q1
110201;ICA;CHINCHA;CHINCHA ALTA;98.0;493.0;481.0;6.0;21.2;37.8;35.0;5.8;20.4;46.3;27.5;Q2
110202;ICA;CHINCHA;ALTO LARAN;94.9;501.0;460.0;11.8;22.8;21.6;43.7;10.1;34.7;29.9;25.2;Q2
110204;ICA;CHINCHA;CHINCHA BAJA;99.5;463.0;455.0;10.8;30.6;34.7;23.9;12.3;22.5;49.8;15.4;Q2
110205;ICA;CHINCHA;EL CARMEN;98.8;452.0;444.0;9.3;36.8;39.7;14.1;14.9;23.4;44.0;17.8;Q3
110206;ICA;CHINCHA;GROCIO PRADO;91.1;458.0;455.0;7.9;38.2;36.1;17.9;9.7;27.4;45.8;17.1;Q2
110207;ICA;CHINCHA;PUEBLO NUEVO;97.3;474.0;463.0;6.5;28.3;41.3;23.8;5.6;25.8;49.6;19.0;Q2
110209;ICA;CHINCHA;SAN PEDRO DE HUACARPANA;100.0;417.0;398.0;14.3;57.1;28.6;0.0;14.3;42.9;28.6;14.3;Q4
110210;ICA;CHINCHA;SUNAMPE;98.7;460.0;449.0;11.3;35.0;31.3;22.4;10.9;29.5;40.5;19.0;Q2
110211;ICA;CHINCHA;TAMBO DE MORA;94.7;436.0;419.0;19.4;47.2;8.3;25.0;13.9;38.9;38.9;8.3;Q3
110301;ICA;NAZCA;NASCA;99.4;520.0;531.0;3.3;15.1;32.1;49.4;1.5;11.7;37.3;49.5;Q1
110302;ICA;NAZCA;CHANGUILLO;100.0;491.0;546.0;3.7;18.5;48.1;29.6;0.0;7.4;33.3;59.3;Q1
110303;ICA;NAZCA;EL INGENIO;98.1;474.0;461.0;7.7;33.2;31.5;27.6;7.7;29.3;41.2;21.8;Q2
110304;ICA;NAZCA;MARCONA;99.6;515.0;517.0;1.1;20.7;33.1;45.1;1.1;12.1;42.7;44.2;Q1
110305;ICA;NAZCA;VISTA ALEGRE;98.9;518.0;526.0;3.1;14.1;36.6;46.2;2.0;8.5;44.6;45.0;Q1
110401;ICA;PALPA;PALPA;97.4;477.0;511.0;6.2;33.9;27.6;32.2;2.7;17.7;41.3;38.3;Q1
110402;ICA;PALPA;LLIPATA;100.0;453.0;437.0;0.0;33.3;66.7;0.0;0.0;33.3;66.7;0.0;Q3
110403;ICA;PALPA;RIO GRANDE;100.0;499.0;561.0;0.0;16.7;56.7;26.7;0.0;10.0;23.3;66.7;Q1
110404;ICA;PALPA;SANTA CRUZ;100.0;606.0;626.0;0.0;6.3;31.3;62.5;0.0;0.0;43.8;56.3;Q1
110405;ICA;PALPA;TIBILLO;100.0;497.0;539.0;0.0;28.6;57.1;14.3;0.0;14.3;42.9;42.9;Q1
110501;ICA;PISCO;PISCO;97.1;495.0;482.0;7.1;24.2;30.2;38.6;8.2;19.6;41.2;31.0;Q1
110502;ICA;PISCO;HUANCANO;100.0;413.0;410.0;30.8;34.6;23.1;11.5;26.9;38.5;30.8;3.8;Q4
110503;ICA;PISCO;HUMAY;98.9;457.0;457.0;9.9;34.2;33.7;22.1;7.1;34.9;39.4;18.6;Q2
110504;ICA;PISCO;INDEPENDENCIA;99.6;475.0;468.0;7.4;27.3;35.9;29.4;4.9;22.4;53.0;19.7;Q2
110505;ICA;PISCO;PARACAS;91.1;482.0;474.0;9.9;27.4;31.1;31.5;6.3;22.1;52.8;18.8;Q2
110506;ICA;PISCO;SAN ANDRES;97.8;516.0;490.0;2.3;19.1;31.1;47.5;3.6;15.6;51.9;28.9;Q1
110507;ICA;PISCO;SAN CLEMENTE;96.7;468.0;455.0;7.7;31.1;36.6;24.6;9.9;30.2;39.1;20.9;Q2
110508;ICA;PISCO;TUPAC AMARU INCA;96.7;482.0;471.0;5.0;31.3;32.2;31.5;7.8;24.4;41.3;26.4;Q2
120101;JUNÍN;HUANCAYO;HUANCAYO;97.3;539.0;531.0;1.5;13.0;30.3;55.2;1.9;9.4;38.9;49.9;Q1
120105;JUNÍN;HUANCAYO;CHACAPAMPA;100.0;410.0;433.0;14.3;57.1;28.6;0.0;14.3;42.9;28.6;14.3;Q3
120106;JUNÍN;HUANCAYO;CHICCHE;100.0;436.0;476.0;16.7;33.3;33.3;16.7;0.0;33.3;50.0;16.7;Q2
120107;JUNÍN;HUANCAYO;CHILCA;97.3;497.0;503.0;3.8;23.4;37.9;34.9;3.6;14.4;45.9;36.1;Q1
120108;JUNÍN;HUANCAYO;CHONGOS ALTO;100.0;434.0;440.0;12.5;37.5;37.5;12.5;25.0;37.5;25.0;12.5;Q3
120111;JUNÍN;HUANCAYO;CHUPURO;100.0;424.0;449.0;12.1;42.4;42.4;3.0;9.1;30.3;51.5;9.1;Q2
120112;JUNÍN;HUANCAYO;COLCA;100.0;458.0;493.0;20.0;20.0;30.0;30.0;20.0;10.0;20.0;50.0;Q1
120113;JUNÍN;HUANCAYO;CULLHUAS;100.0;406.0;424.0;27.3;54.5;9.1;9.1;18.2;36.4;36.4;9.1;Q3
120114;JUNÍN;HUANCAYO;EL TAMBO;98.1;527.0;512.0;2.1;14.5;33.1;50.4;2.6;12.8;42.5;42.1;Q1
120116;JUNÍN;HUANCAYO;HUACRAPUQUIO;95.7;454.0;439.0;0.0;40.0;45.7;14.3;9.1;31.7;50.0;9.1;Q3
120117;JUNÍN;HUANCAYO;HUALHUAS;98.0;462.0;464.0;10.1;26.7;42.9;20.3;4.0;26.3;47.0;22.7;Q2
120119;JUNÍN;HUANCAYO;HUANCAN;99.1;462.0;460.0;7.4;34.5;36.4;21.7;7.0;26.7;45.6;20.7;Q2
120120;JUNÍN;HUANCAYO;HUASICANCHA;100.0;475.0;474.0;0.0;43.8;37.5;18.8;0.0;18.8;62.5;18.8;Q2
120121;JUNÍN;HUANCAYO;HUAYUCACHI;99.5;483.0;500.0;2.2;26.2;45.7;26.0;1.1;10.1;56.5;32.3;Q1
120122;JUNÍN;HUANCAYO;INGENIO;100.0;497.0;482.0;7.7;30.8;7.7;53.8;11.5;26.9;30.8;30.8;Q1
120124;JUNÍN;HUANCAYO;PARIAHUANCA;96.6;422.0;413.0;19.1;44.7;27.9;8.3;21.3;36.6;36.3;5.8;Q3
120125;JUNÍN;HUANCAYO;PILCOMAYO;97.8;489.0;490.0;3.4;27.1;38.1;31.5;5.8;17.3;46.4;30.5;Q1
120126;JUNÍN;HUANCAYO;PUCARA;100.0;435.0;435.0;14.7;44.8;27.8;12.7;16.4;27.5;45.0;11.2;Q3
120127;JUNÍN;HUANCAYO;QUICHUAY;93.3;426.0;403.0;7.6;61.3;31.1;0.0;22.9;30.6;46.5;0.0;Q4
120128;JUNÍN;HUANCAYO;QUILCAS;90.9;493.0;506.0;3.3;25.2;37.8;33.7;5.1;18.1;41.2;35.6;Q1
120129;JUNÍN;HUANCAYO;SAN AGUSTIN;96.6;477.0;483.0;7.6;24.5;37.5;30.5;7.0;17.4;47.4;28.1;Q1
120130;JUNÍN;HUANCAYO;SAN JERONIMO DE TUNAN;95.7;501.0;490.0;2.8;23.1;35.6;38.5;2.6;15.6;51.6;30.3;Q1
120132;JUNÍN;HUANCAYO;SAÑO;92.0;512.0;550.0;8.7;20.7;17.8;52.9;0.0;13.6;34.4;52.0;Q1
120133;JUNÍN;HUANCAYO;SAPALLANGA;98.3;465.0;467.0;10.8;28.3;37.5;23.3;11.3;20.1;41.4;27.1;Q2
120134;JUNÍN;HUANCAYO;SICAYA;96.2;486.0;494.0;2.9;25.9;42.5;28.7;2.9;18.7;43.7;34.7;Q1
120135;JUNÍN;HUANCAYO;SANTO DOMINGO DE ACOBAMBA;96.6;398.0;413.0;38.7;33.0;14.5;13.8;31.8;26.7;26.0;15.5;Q3
120136;JUNÍN;HUANCAYO;VIQUES;95.9;486.0;455.0;4.3;28.3;37.0;30.4;8.7;21.7;52.2;17.4;Q2
120201;JUNÍN;CONCEPCIÓN;CONCEPCION;98.0;487.0;478.0;4.3;29.7;33.9;32.1;4.5;27.2;42.3;26.0;Q2
120202;JUNÍN;CONCEPCIÓN;ACO;100.0;441.0;438.0;12.5;43.8;31.3;12.5;12.5;31.3;43.7;12.5;Q3
120203;JUNÍN;CONCEPCIÓN;ANDAMARCA;95.5;375.0;386.0;43.4;39.4;15.0;2.2;34.8;32.9;28.7;3.6;Q4
120204;JUNÍN;CONCEPCIÓN;CHAMBARA;100.0;410.0;367.0;25.6;42.3;26.9;5.1;41.0;40.4;18.6;0.0;Q4
120205;JUNÍN;CONCEPCIÓN;COCHAS;97.6;393.0;384.0;28.0;49.6;15.2;7.1;32.9;44.6;20.1;2.4;Q4
120206;JUNÍN;CONCEPCIÓN;COMAS;93.7;443.0;466.0;15.6;30.0;41.6;12.8;11.7;14.1;51.9;22.3;Q2
120207;JUNÍN;CONCEPCIÓN;HEROINAS TOLEDO;100.0;386.0;372.0;35.7;42.9;14.3;7.1;35.7;35.7;28.6;0.0;Q4
120208;JUNÍN;CONCEPCIÓN;MANZANARES;100.0;463.0;482.0;19.0;28.6;28.6;23.8;19.0;9.5;42.9;28.6;Q1
120209;JUNÍN;CONCEPCIÓN;MARISCAL CASTILLA;100.0;407.0;375.0;25.0;56.3;12.5;6.3;43.8;31.3;25.0;0.0;Q4
120210;JUNÍN;CONCEPCIÓN;MATAHUASI;96.7;467.0;451.0;8.7;33.0;36.0;22.3;6.8;29.7;48.5;15.0;Q2
120211;JUNÍN;CONCEPCIÓN;MITO;94.7;486.0;478.0;5.3;21.1;52.6;21.1;5.3;25.0;38.2;31.6;Q2
120212;JUNÍN;CONCEPCIÓN;NUEVE DE JULIO;100.0;454.0;459.0;12.5;31.3;37.5;18.8;0.0;31.3;62.5;6.3;Q2
120213;JUNÍN;CONCEPCIÓN;ORCOTUNA;93.5;445.0;463.0;15.4;29.1;39.6;15.9;13.1;20.5;47.3;19.1;Q2
120214;JUNÍN;CONCEPCIÓN;SAN JOSE DE QUERO;96.4;412.0;425.0;20.3;52.7;18.6;8.4;12.8;36.0;41.9;9.3;Q3
120215;JUNÍN;CONCEPCIÓN;SANTA ROSA DE OCOPA;95.5;521.0;470.0;0.0;9.4;42.9;47.7;0.0;14.2;66.5;19.3;Q2
120301;JUNÍN;CHANCHAMAYO;CHANCHAMAYO;97.8;513.0;513.0;1.6;19.5;34.8;44.2;2.7;15.3;37.4;44.5;Q1
120302;JUNÍN;CHANCHAMAYO;PERENE;97.6;454.0;450.0;9.7;36.7;34.4;19.2;12.1;29.4;39.3;19.1;Q2
120303;JUNÍN;CHANCHAMAYO;PICHANAQUI;95.6;481.0;480.0;6.5;27.3;37.1;29.1;6.9;22.0;40.3;30.7;Q2
