PROVINCIA,LECT_EN INICIO_2016,LECT_EN PROCESO_2016,LECT_PREVIO AL INICIO_2016,LECT_SATISFACTORIO_2016,MAT_EN INICIO_2016,MAT_EN PROCESO_2016,MAT_PREVIO AL INICIO_2016,MAT_SATISFACTORIO_2016,MEDIDA PROMEDIO COMPRENSION LECTORA_2016,MEDIDA PROMEDIO MATEMATICA_2016,LECT_EN INICIO_2018,LECT_EN PROCESO_2018,LECT_PREVIO AL INICIO_2018,LECT_SATISFACTORIO_2018,MAT_EN INICIO_2018,MAT_EN PROCESO_2018,MAT_PREVIO AL INICIO_2018,MAT_SATISFACTORIO_2018,MEDIDA PROMEDIO COMPRENSION LECTORA_2018,MEDIDA PROMEDIO MATEMATICA_2018,VAB_Administración_Pública_y_Defensa_2016,VAB_Administración_Pública_y_Defensa_2018,VAB_Electricidad_Gas_y_Agua_2016,VAB_Electricidad_Gas_y_Agua_2018,VAB_Telecom_y_Otros_Serv_de_Información_2016,VAB_Telecom_y_Otros_Serv_de_Información_2018,CUARTIL_2024,REGION_ANCASH,REGION_APURIMAC,REGION_AREQUIPA,REGION_AYACUCHO,REGION_CAJAMARCA,REGION_CUSCO,REGION_HUANCAVELICA,REGION_HUANUCO,REGION_ICA,REGION_JUNIN,REGION_LA LIBERTAD,REGION_LAMBAYEQUE,REGION_LIMA,REGION_LORETO,REGION_MADRE DE DIOS,REGION_MOQUEGUA,REGION_PASCO,REGION_PIURA,REGION_PUNO,REGION_SAN MARTIN,REGION_TACNA,REGION_TUMBES,REGION_UCAYALI
SAN ANTONIO DE PUTINA,37.64,28.78,8.72,24.86,22.56,45.74,8.7,23.04,460.2,464.0,31.96,28.380000000000003,21.94,17.740000000000002,22.62,43.82,12.82,20.76,437.0,462.2,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SAN ROMÁN,22.475,31.25,7.2,39.025000000000006,23.275,43.975,6.525,26.25,492.25,475.5,24.18,32.660000000000004,8.739999999999998,34.44,19.32,45.260000000000005,4.88,30.56,481.8,487.8,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
SANDIA,35.25,30.45,13.25,21.05,24.775,40.7625,10.6125,23.85,452.0,461.25,32.8,32.02,13.64,21.53,22.41,44.46,9.57,23.57,453.3,466.4,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
YUNGUYO,47.025,28.3,11.45,13.25,39.625,37.225,9.825,13.3,438.75,440.0,30.56,34.5,6.1,28.860000000000003,20.44,45.38,4.72,29.48,468.6,482.6,707560.0,756453.0,128293.0,148465.0,329231.0,383408.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
BELLAVISTA,38.55,33.03333333333333,16.066666666666666,12.383333333333333,31.816666666666663,35.48333333333333,23.683333333333334,9.0,434.6666666666667,415.8333333333333,32.7,28.916666666666668,20.683333333333334,17.7,27.96666666666667,38.083333333333336,20.166666666666668,13.783333333333331,435.5,429.1666666666667,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
EL DORADO,41.02,18.04,32.52,8.440000000000001,31.06,22.46,39.14,7.32,401.4,386.2,36.2,22.42,29.44,11.92,32.54,28.92,31.0,7.540000000000001,409.6,398.6,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
HUALLAGA,34.22,33.379999999999995,16.740000000000002,15.64,35.84,33.56,20.96,9.62,439.8,418.2,39.61666666666667,26.633333333333336,17.216666666666665,16.533333333333335,29.5,41.36666666666667,19.2,9.966666666666669,435.0,423.1666666666667,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
LAMAS,39.40909090909091,24.85454545454545,24.845454545454547,10.91818181818182,34.33636363636364,27.08181818181818,29.88181818181818,8.672727272727274,417.45454545454544,401.6363636363636,36.900000000000006,26.42727272727273,20.99090909090909,15.681818181818182,30.454545454545453,33.97272727272727,23.818181818181817,11.772727272727272,431.3636363636364,420.9090909090909,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MARISCAL CÁCERES,38.9,28.04,19.6,13.46,31.82,27.08,27.0,14.080000000000002,430.8,416.8,35.739999999999995,29.0,17.04,18.2,30.160000000000004,36.42,19.62,13.86,441.2,429.6,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
MOYOBAMBA,33.35,35.7,9.483333333333333,21.5,30.71666666666667,41.96666666666667,12.483333333333334,14.8,461.1666666666667,441.5,22.5,31.96666666666667,7.416666666666667,38.1,18.6,46.11666666666667,5.766666666666667,29.5,490.8333333333333,481.6666666666667,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
PICOTA,41.64,31.39,17.77,9.16,35.22,31.31,28.83,4.62,427.3,399.2,36.83,26.660000000000004,21.03,15.48,35.54,32.260000000000005,25.17,7.010000000000001,429.0,409.2,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
RIOJA,29.366666666666667,38.25555555555556,8.166666666666666,24.23333333333333,25.266666666666666,44.922222222222224,8.788888888888888,21.04444444444444,470.22222222222223,463.3333333333333,23.7,33.08888888888889,8.622222222222224,34.577777777777776,20.05555555555556,47.077777777777776,9.22222222222222,23.633333333333333,481.77777777777777,467.22222222222223,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
SAN MARTÍN,37.82142857142857,27.228571428571428,21.45,13.492857142857144,31.478571428571428,29.57857142857143,31.857142857142858,7.1000000000000005,428.57142857142856,399.07142857142856,29.414285714285715,30.17142857142857,18.685714285714287,21.75714285714286,29.00714285714286,40.54285714285714,16.72142857142857,13.742857142857144,446.7142857142857,434.57142857142856,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
TOCACHE,40.260000000000005,27.640000000000004,14.16,17.919999999999998,33.62,32.36,17.14,16.84,444.2,440.2,35.1,28.04,16.96,19.86,31.660000000000004,38.46,16.36,13.5,441.4,434.0,502375.0,554199.0,44911.0,38345.0,188289.0,214069.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
CANDARAVE,2.075,31.25,0.0,66.675,2.075,34.375,0.0,63.55,553.25,569.0,7.58,22.12,0.0,70.32000000000001,4.64,20.16,0.0,75.2,567.2,605.2,303029.0,318701.0,68463.0,73636.0,215896.0,259710.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
JORGE BASADRE,10.733333333333334,33.03333333333333,1.1,55.16666666666666,8.766666666666667,36.13333333333333,2.2,52.9,535.0,550.6666666666666,6.233333333333333,30.433333333333334,3.3000000000000003,60.06666666666667,5.3,32.166666666666664,0.9333333333333332,61.53333333333333,548.3333333333334,552.0,303029.0,318701.0,68463.0,73636.0,215896.0,259710.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TACNA,18.15,33.29,2.72,45.84,13.169999999999998,36.09,2.93,47.82,515.6,523.8,19.10909090909091,34.027272727272724,3.227272727272727,43.64545454545455,14.61818181818182,35.39090909090909,2.827272727272728,47.08181818181818,512.6363636363636,522.4545454545455,303029.0,318701.0,68463.0,73636.0,215896.0,259710.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
TARATA,12.166666666666666,26.666666666666668,8.0,53.13333333333333,26.73333333333333,34.93333333333333,0.0,38.333333333333336,502.3333333333333,502.3333333333333,29.85,27.75,3.35,38.95,5.5,50.1,1.15,43.3,485.0,511.0,303029.0,318701.0,68463.0,73636.0,215896.0,259710.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
CONTRALMIRANTE VILLAR,35.6,38.13333333333333,11.733333333333334,14.5,29.86666666666667,40.4,19.433333333333334,10.4,446.0,424.3333333333333,33.73333333333333,35.43333333333333,12.133333333333333,18.7,26.766666666666666,51.76666666666667,7.733333333333333,13.699999999999998,448.0,447.3333333333333,189829.0,205191.0,19168.0,20226.0,118389.0,132146.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
TUMBES,33.35,36.73333333333333,9.583333333333334,20.366666666666667,30.75,42.95,10.766666666666666,15.466666666666669,459.0,445.3333333333333,34.11666666666667,30.53333333333333,12.283333333333331,23.05,28.03333333333333,39.03333333333333,13.366666666666667,19.58333333333333,454.0,449.3333333333333,189829.0,205191.0,19168.0,20226.0,118389.0,132146.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ZARUMILLA,35.2,35.8,12.0,17.025,33.525,43.425,13.85,9.175,449.25,431.0,37.5,29.45,15.25,17.8,24.95,44.55,13.05,17.425,441.0,449.25,189829.0,205191.0,19168.0,20226.0,118389.0,132146.0,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
ATALAYA,39.833333333333336,16.633333333333333,36.833333333333336,6.666666666666667,27.23333333333333,18.46666666666667,52.23333333333333,2.033333333333333,390.3333333333333,361.6666666666667,25.8,14.4,55.63333333333333,4.233333333333333,26.46666666666667,11.666666666666666,60.4,1.5,352.0,338.3333333333333,320362.0,350333.0,54901.0,57624.0,183773.0,214407.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
CORONEL PORTILLO,37.61666666666667,22.28333333333333,29.666666666666668,10.416666666666666,31.35,21.383333333333336,42.46666666666667,4.85,410.1666666666667,378.3333333333333,34.05714285714286,22.97142857142857,31.58571428571429,11.414285714285716,31.77142857142857,26.557142857142853,35.371428571428574,6.3,406.1428571428572,388.7142857142857,320362.0,350333.0,54901.0,57624.0,183773.0,214407.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PADRE ABAD,39.82,32.1,17.36,10.74,39.62,31.76,22.86,5.76,430.6,406.4,37.6,25.62,24.02,12.74,35.3,32.44,22.94,9.38,419.8,411.8,320362.0,350333.0,54901.0,57624.0,183773.0,214407.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
PURÚS,32.1,17.9,46.4,3.6,25.0,3.6,67.9,3.6,378.0,329.0,32.4,10.8,32.4,24.3,18.9,16.2,51.4,13.5,424.0,385.0,320362.0,350333.0,54901.0,57624.0,183773.0,214407.0,3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
